年月,customer_id,count_0,count_1,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,max,min,routine_flg,calc_date,membership_period,exit_date,period,now_date
201807,PL907890,7,2.0,XXXXXX,C01,F,2017-03-01,,CA1,0.0,オールタイム,10500.0,通常,5.75,6.0,9.0,2.0,1.0,2019-04-30,25.0,,16,2018-07-01
201811,HI378471,6,7.0,XXXX,C01,M,2015-12-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,4.5,7.0,3.0,1.0,2019-04-30,40.0,,35,2018-11-01
201809,HD693609,7,8.0,XXX,C01,M,2017-09-01,,CA1,0.0,オールタイム,10500.0,通常,6.25,6.5,10.0,4.0,1.0,2019-04-30,19.0,,12,2018-09-01
201901,HI994221,5,2.0,XXXXX,C01,F,2016-10-01,,CA1,0.0,オールタイム,10500.0,通常,5.416666666666667,6.0,8.0,2.0,1.0,2019-04-30,30.0,,27,2019-01-01
201901,AS603613,7,3.0,XXXXX,C02,F,2015-09-01,,CA1,0.0,デイタイム,7500.0,通常,4.75,4.0,8.0,3.0,1.0,2019-04-30,43.0,,40,2019-01-01
201811,GD323300,8,5.0,XXX,C02,F,2017-03-01,,CA1,0.0,デイタイム,7500.0,通常,5.0,5.0,8.0,3.0,1.0,2019-04-30,25.0,,20,2018-11-01
201903,GD821903,4,9.0,XXXX,C01,F,2018-05-11,,CA2,0.0,オールタイム,10500.0,入会費半額,8.363636363636363,9.0,11.0,4.0,1.0,2019-04-30,11.0,,9,2019-03-01
201902,OA251022,9,8.0,XXXX,C03,F,2019-01-03,,CA1,0.0,ナイト,6000.0,通常,7.666666666666667,8.0,9.0,6.0,1.0,2019-04-30,3.0,,0,2019-02-01
201902,AS904548,7,8.0,XXXX,C01,F,2018-08-07,,CA1,0.0,オールタイム,10500.0,通常,7.125,7.5,9.0,5.0,1.0,2019-04-30,8.0,,5,2019-02-01
201902,PL764577,7,11.0,XXXX,C01,F,2018-12-01,,CA3,0.0,オールタイム,10500.0,入会費無料,9.0,9.0,11.0,7.0,1.0,2019-04-30,4.0,,2,2019-02-01
201808,OA814667,6,6.0,XXXX,C03,M,2016-05-01,,CA1,0.0,ナイト,6000.0,通常,5.25,5.0,8.0,2.0,1.0,2019-04-30,35.0,,27,2018-08-01
201903,IK872637,8,8.0,XXX,C03,M,2018-12-06,,CA3,0.0,ナイト,6000.0,入会費無料,7.75,8.0,9.0,6.0,1.0,2019-04-30,4.0,,2,2019-03-01
201902,GD489678,4,4.0,XXXXX,C01,M,2015-06-01,,CA1,0.0,オールタイム,10500.0,通常,4.75,4.5,9.0,2.0,1.0,2019-04-30,46.0,,44,2019-02-01
201808,PL303162,6,7.0,XXXX,C02,F,2017-12-01,,CA3,0.0,デイタイム,7500.0,入会費無料,7.083333333333333,7.0,10.0,3.0,1.0,2019-04-30,16.0,,8,2018-08-01
201902,GD962470,6,5.0,XXXXX,C01,M,2017-05-01,,CA1,0.0,オールタイム,10500.0,通常,5.666666666666667,6.0,7.0,3.0,1.0,2019-04-30,23.0,,21,2019-02-01
201903,PL825454,5,4.0,XXXX,C01,M,2015-06-01,,CA1,0.0,オールタイム,10500.0,通常,4.416666666666667,4.0,7.0,3.0,1.0,2019-04-30,46.0,,45,2019-03-01
201811,IK766314,3,5.0,XXXXX,C02,F,2015-11-01,,CA1,0.0,デイタイム,7500.0,通常,4.0,4.0,6.0,1.0,1.0,2019-04-30,41.0,,36,2018-11-01
201807,HD124700,4,4.0,XXXX,C01,M,2015-05-01,,CA1,0.0,オールタイム,10500.0,通常,4.5,4.0,8.0,2.0,1.0,2019-04-30,47.0,,38,2018-07-01
201902,OA760582,6,4.0,XXX,C02,F,2016-02-01,,CA1,0.0,デイタイム,7500.0,通常,4.166666666666667,4.5,6.0,2.0,1.0,2019-04-30,38.0,,36,2019-02-01
201805,OA375487,1,6.0,XXXXXX,C01,M,2015-07-01,,CA1,0.0,オールタイム,10500.0,通常,4.083333333333333,4.5,6.0,1.0,1.0,2019-04-30,45.0,,34,2018-05-01
201810,GD812922,6,6.0,XX,C01,M,2017-06-01,,CA1,0.0,オールタイム,10500.0,通常,5.333333333333333,5.5,7.0,3.0,1.0,2019-04-30,22.0,,16,2018-10-01
201903,GD364043,4,5.0,XXXXX,C03,M,2016-03-01,,CA1,0.0,ナイト,6000.0,通常,4.833333333333333,5.0,7.0,3.0,1.0,2019-04-30,37.0,,36,2019-03-01
201903,GD582469,4,4.0,XXXXX,C02,F,2017-01-01,,CA1,0.0,デイタイム,7500.0,通常,4.416666666666667,4.0,7.0,1.0,1.0,2019-04-30,27.0,,26,2019-03-01
201809,OA705805,6,4.0,XXXXXX,C02,F,2017-08-01,,CA2,0.0,デイタイム,7500.0,入会費半額,5.666666666666667,6.0,7.0,4.0,1.0,2019-04-30,20.0,,13,2018-09-01
201903,TS039078,7,7.0,XXXXX,C03,F,2018-10-10,,CA1,0.0,ナイト,6000.0,通常,7.5,7.0,11.0,4.0,1.0,2019-04-30,6.0,,4,2019-03-01
201807,PL589030,2,2.0,XXXXX,C01,F,2016-01-01,,CA1,0.0,オールタイム,10500.0,通常,5.25,5.5,8.0,2.0,1.0,2019-04-30,39.0,,30,2018-07-01
201811,IK986011,5,6.0,XXXX,C02,F,2015-09-01,,CA1,0.0,デイタイム,7500.0,通常,4.833333333333333,5.0,6.0,1.0,1.0,2019-04-30,43.0,,38,2018-11-01
201812,IK042838,7,9.0,XXXX,C01,F,2018-04-04,,CA3,0.0,オールタイム,10500.0,入会費無料,7.583333333333333,7.0,10.0,5.0,1.0,2019-04-30,12.0,,7,2018-12-01
201810,GD360440,4,6.0,XXXXXX,C03,M,2015-05-01,,CA1,0.0,ナイト,6000.0,通常,4.5,5.0,6.0,1.0,1.0,2019-04-30,47.0,,41,2018-10-01
201808,HD666225,4,7.0,XXXXX,C02,F,2016-12-01,,CA1,0.0,デイタイム,7500.0,通常,5.5,5.5,9.0,2.0,1.0,2019-04-30,28.0,,20,2018-08-01
201903,OA564685,7,7.0,XXX,C01,M,2018-03-01,,CA1,0.0,オールタイム,10500.0,通常,8.083333333333334,8.0,10.0,7.0,1.0,2019-04-30,13.0,,12,2019-03-01
201809,OA796761,9,10.0,XX,C02,F,2018-08-03,,CA1,0.0,デイタイム,7500.0,通常,8.875,9.0,10.0,7.0,1.0,2019-04-30,8.0,,0,2018-09-01
201902,IK638789,8,9.0,XXXXXX,C03,M,2018-06-10,,CA2,0.0,ナイト,6000.0,入会費半額,7.7,8.0,9.0,5.0,1.0,2019-04-30,10.0,,7,2019-02-01
201809,AS625761,6,6.0,XXXXX,C01,M,2017-03-01,,CA1,0.0,オールタイム,10500.0,通常,5.833333333333333,6.0,8.0,3.0,1.0,2019-04-30,25.0,,18,2018-09-01
201810,GD994213,3,6.0,XXX,C02,F,2016-04-01,,CA1,0.0,デイタイム,7500.0,通常,4.166666666666667,4.0,6.0,1.0,1.0,2019-04-30,36.0,,30,2018-10-01
201808,TS179365,6,5.0,XXXXX,C03,M,2015-06-01,,CA1,0.0,ナイト,6000.0,通常,3.9166666666666665,4.0,6.0,2.0,1.0,2019-04-30,46.0,,38,2018-08-01
201808,GD912745,3,4.0,XXXX,C03,F,2017-06-01,,CA1,0.0,ナイト,6000.0,通常,5.833333333333333,6.0,8.0,3.0,1.0,2019-04-30,22.0,,14,2018-08-01
201806,AS040841,4,6.0,XXXXX,C01,F,2017-05-01,,CA1,0.0,オールタイム,10500.0,通常,6.0,6.0,10.0,4.0,1.0,2019-04-30,23.0,,13,2018-06-01
201808,HD715012,7,8.0,XXXX,C01,M,2018-02-01,,CA1,0.0,オールタイム,10500.0,通常,6.75,7.0,10.0,3.0,1.0,2019-04-30,14.0,,6,2018-08-01
201901,HD348931,5,2.0,XXX,C02,F,2016-10-01,,CA1,0.0,デイタイム,7500.0,通常,5.666666666666667,6.0,8.0,2.0,1.0,2019-04-30,30.0,,27,2019-01-01
201810,AS019860,7,5.0,XXXXXX,C03,F,2017-10-01,,CA1,0.0,ナイト,6000.0,通常,6.083333333333333,6.0,9.0,4.0,1.0,2019-04-30,18.0,,12,2018-10-01
201811,IK219142,2,7.0,XXXX,C03,M,2015-08-01,,CA1,0.0,ナイト,6000.0,通常,4.75,4.5,7.0,2.0,1.0,2019-04-30,44.0,,39,2018-11-01
201809,PL944541,7,6.0,XXXX,C01,M,2018-07-15,,CA1,0.0,オールタイム,10500.0,通常,7.444444444444445,7.0,11.0,5.0,1.0,2019-04-30,9.0,,1,2018-09-01
201902,OA336650,4,7.0,XXXXX,C02,M,2017-08-01,,CA2,0.0,デイタイム,7500.0,入会費半額,6.0,6.0,10.0,4.0,1.0,2019-04-30,20.0,,18,2019-02-01
201807,HD244526,6,7.0,XXXXXX,C02,F,2016-12-01,,CA1,0.0,デイタイム,7500.0,通常,6.083333333333333,6.0,8.0,3.0,1.0,2019-04-30,28.0,,19,2018-07-01
201812,PL900188,6,3.0,XX,C03,F,2016-01-01,,CA1,0.0,ナイト,6000.0,通常,4.333333333333333,4.5,6.0,3.0,1.0,2019-04-30,39.0,,35,2018-12-01
201811,HI069935,5,6.0,XX,C03,M,2017-03-01,,CA1,0.0,ナイト,6000.0,通常,5.833333333333333,6.0,8.0,3.0,1.0,2019-04-30,25.0,,20,2018-11-01
201812,IK276561,4,6.0,XXXX,C01,M,2016-12-01,,CA1,0.0,オールタイム,10500.0,通常,5.416666666666667,5.0,8.0,3.0,1.0,2019-04-30,28.0,,24,2018-12-01
201903,HI140455,4,3.0,XXXX,C02,F,2016-01-01,,CA1,0.0,デイタイム,7500.0,通常,4.75,5.0,8.0,1.0,1.0,2019-04-30,39.0,,38,2019-03-01
201806,HD600586,9,9.0,XXX,C01,M,2018-02-01,,CA1,0.0,オールタイム,10500.0,通常,7.166666666666667,7.5,9.0,4.0,1.0,2019-04-30,14.0,,4,2018-06-01
201805,IK166339,5,5.0,XXXX,C01,M,2017-04-01,,CA1,0.0,オールタイム,10500.0,通常,5.916666666666667,5.0,10.0,3.0,1.0,2019-04-30,24.0,,13,2018-05-01
201812,TS294275,3,4.0,XXX,C02,F,2016-07-01,,CA2,0.0,デイタイム,7500.0,入会費半額,4.916666666666667,5.0,7.0,2.0,1.0,2019-04-30,33.0,,29,2018-12-01
201903,HI184733,4,4.0,XXXXX,C01,M,2015-08-01,,CA1,0.0,オールタイム,10500.0,通常,4.416666666666667,4.0,6.0,3.0,1.0,2019-04-30,44.0,,43,2019-03-01
201810,PL343970,5,7.0,XXXXX,C01,F,2015-10-01,,CA1,0.0,オールタイム,10500.0,通常,5.25,5.0,7.0,4.0,1.0,2019-04-30,42.0,,36,2018-10-01
201808,PL003692,4,8.0,XXXX,C03,M,2018-05-12,,CA2,0.0,ナイト,6000.0,入会費半額,7.272727272727272,7.0,11.0,4.0,1.0,2019-04-30,11.0,,2,2018-08-01
201810,GD401034,5,3.0,XXXX,C02,F,2015-12-01,,CA1,0.0,デイタイム,7500.0,通常,4.416666666666667,4.0,6.0,3.0,1.0,2019-04-30,40.0,,34,2018-10-01
201811,PL217190,8,7.0,XXXXX,C02,F,2016-12-01,,CA1,0.0,デイタイム,7500.0,通常,4.916666666666667,5.0,8.0,2.0,1.0,2019-04-30,28.0,,23,2018-11-01
201808,AS217722,8,8.0,XXX,C01,M,2018-06-10,,CA2,0.0,オールタイム,10500.0,入会費半額,7.3,7.0,11.0,6.0,1.0,2019-04-30,10.0,,1,2018-08-01
201805,GD693914,5,5.0,XXX,C01,M,2015-09-01,,CA1,0.0,オールタイム,10500.0,通常,5.083333333333333,5.0,9.0,2.0,1.0,2019-04-30,43.0,,32,2018-05-01
201812,HD788375,4,3.0,XXX,C01,M,2017-02-01,,CA1,0.0,オールタイム,10500.0,通常,5.666666666666667,6.0,9.0,3.0,1.0,2019-04-30,26.0,,22,2018-12-01
201811,HI305198,8,10.0,XXXXXX,C02,F,2018-10-11,,CA1,0.0,デイタイム,7500.0,通常,9.0,9.0,10.0,8.0,1.0,2019-04-30,6.0,,0,2018-11-01
201901,TS382258,7,6.0,XX,C03,M,2018-02-01,,CA1,0.0,ナイト,6000.0,通常,7.0,7.0,9.0,5.0,1.0,2019-04-30,14.0,,11,2019-01-01
201810,AS582607,8,3.0,XXXXXX,C01,M,2016-12-01,,CA1,0.0,オールタイム,10500.0,通常,5.166666666666667,5.0,8.0,2.0,1.0,2019-04-30,28.0,,22,2018-10-01
201812,HI228454,2,7.0,XXXXX,C02,F,2015-06-01,,CA1,0.0,デイタイム,7500.0,通常,4.583333333333333,4.0,8.0,2.0,1.0,2019-04-30,46.0,,42,2018-12-01
201901,OA161496,9,8.0,XXXX,C01,M,2018-10-12,,CA1,0.0,オールタイム,10500.0,通常,8.5,8.0,10.0,8.0,1.0,2019-04-30,6.0,,2,2019-01-01
201805,TS966353,7,10.0,XXXX,C02,F,2017-09-01,,CA1,0.0,デイタイム,7500.0,通常,6.0,6.5,10.0,2.0,1.0,2019-04-30,19.0,,8,2018-05-01
201810,HD982934,5,6.0,XX,C01,F,2016-11-01,,CA1,0.0,オールタイム,10500.0,通常,5.166666666666667,5.0,7.0,2.0,1.0,2019-04-30,29.0,,23,2018-10-01
201808,TS035920,3,3.0,XXXX,C01,M,2015-06-01,,CA1,0.0,オールタイム,10500.0,通常,4.75,5.0,7.0,2.0,1.0,2019-04-30,46.0,,38,2018-08-01
201811,TS070436,5,8.0,XXX,C01,F,2018-06-13,,CA2,0.0,オールタイム,10500.0,入会費半額,8.2,8.0,11.0,5.0,1.0,2019-04-30,10.0,,4,2018-11-01
201902,IK248737,6,6.0,XXXXXX,C02,F,2015-08-01,,CA1,0.0,デイタイム,7500.0,通常,4.0,4.0,6.0,2.0,1.0,2019-04-30,44.0,,42,2019-02-01
201807,PL057547,6,5.0,XXXX,C03,M,2017-06-01,,CA1,0.0,ナイト,6000.0,通常,5.833333333333333,6.0,9.0,3.0,1.0,2019-04-30,22.0,,13,2018-07-01
201807,GD455671,3,5.0,XX,C01,F,2016-03-01,,CA1,0.0,オールタイム,10500.0,通常,4.25,4.5,7.0,1.0,1.0,2019-04-30,37.0,,28,2018-07-01
201902,HD134052,5,4.0,XX,C03,F,2015-11-01,,CA1,0.0,ナイト,6000.0,通常,4.916666666666667,5.0,7.0,2.0,1.0,2019-04-30,41.0,,39,2019-02-01
201805,HD410257,7,3.0,XX,C01,M,2016-07-01,,CA2,0.0,オールタイム,10500.0,入会費半額,4.75,5.0,7.0,3.0,1.0,2019-04-30,33.0,,22,2018-05-01
201903,AS471761,2,4.0,XXXX,C02,M,2018-06-13,,CA2,0.0,デイタイム,7500.0,入会費半額,6.5,7.0,8.0,2.0,1.0,2019-04-30,10.0,,8,2019-03-01
201810,AS741333,4,5.0,XXXXX,C01,M,2017-08-01,,CA2,0.0,オールタイム,10500.0,入会費半額,5.666666666666667,6.0,7.0,4.0,1.0,2019-04-30,20.0,,14,2018-10-01
201810,HD930692,10,9.0,XXXXX,C02,F,2018-09-05,,CA1,0.0,デイタイム,7500.0,通常,8.142857142857142,9.0,10.0,4.0,1.0,2019-04-30,7.0,,0,2018-10-01
201902,HI014891,6,3.0,XXX,C03,M,2017-08-01,,CA2,0.0,ナイト,6000.0,入会費半額,6.166666666666667,6.0,12.0,3.0,1.0,2019-04-30,20.0,,18,2019-02-01
201812,TS702807,4,3.0,XXXXXX,C01,M,2016-09-01,,CA1,0.0,オールタイム,10500.0,通常,4.5,4.0,8.0,3.0,1.0,2019-04-30,31.0,,27,2018-12-01
201808,TS381681,5,7.0,XXXXXX,C03,M,2016-10-01,,CA1,0.0,ナイト,6000.0,通常,4.416666666666667,5.0,7.0,1.0,1.0,2019-04-30,30.0,,22,2018-08-01
201806,HD206448,5,5.0,XXXXX,C03,M,2016-05-01,,CA1,0.0,ナイト,6000.0,通常,5.083333333333333,5.0,7.0,2.0,1.0,2019-04-30,35.0,,25,2018-06-01
201812,IK446815,5,6.0,XXXX,C03,M,2015-08-01,,CA1,0.0,ナイト,6000.0,通常,5.333333333333333,5.5,9.0,2.0,1.0,2019-04-30,44.0,,40,2018-12-01
201805,HD509520,9,8.0,XXXXX,C01,F,2018-01-01,,CA1,0.0,オールタイム,10500.0,通常,6.75,7.0,9.0,4.0,1.0,2019-04-30,15.0,,4,2018-05-01
201902,HI270880,7,4.0,XX,C02,F,2015-09-01,,CA1,0.0,デイタイム,7500.0,通常,4.0,3.0,7.0,1.0,1.0,2019-04-30,43.0,,41,2019-02-01
201809,TS814460,9,7.0,XXXXX,C01,M,2018-03-01,,CA1,0.0,オールタイム,10500.0,通常,7.416666666666667,7.0,10.0,5.0,1.0,2019-04-30,13.0,,6,2018-09-01
201812,TS165036,4,3.0,XXXXX,C01,M,2016-02-01,,CA1,0.0,オールタイム,10500.0,通常,4.416666666666667,4.0,7.0,2.0,1.0,2019-04-30,38.0,,34,2018-12-01
201901,AS857207,5,5.0,XXXXX,C02,F,2015-05-01,,CA1,0.0,デイタイム,7500.0,通常,4.5,5.0,8.0,2.0,1.0,2019-04-30,47.0,,44,2019-01-01
201806,AS662285,6,8.0,XXXXX,C01,M,2017-04-01,,CA1,0.0,オールタイム,10500.0,通常,5.916666666666667,6.0,8.0,3.0,1.0,2019-04-30,24.0,,14,2018-06-01
201810,IK771427,1,3.0,XXXX,C02,M,2015-10-01,,CA1,0.0,デイタイム,7500.0,通常,3.75,3.5,6.0,1.0,1.0,2019-04-30,42.0,,36,2018-10-01
201810,HD753835,7,6.0,XXXXXX,C01,F,2017-04-01,,CA1,0.0,オールタイム,10500.0,通常,6.166666666666667,6.5,7.0,4.0,1.0,2019-04-30,24.0,,18,2018-10-01
201812,HD305029,5,4.0,XXXX,C03,M,2016-06-01,,CA1,0.0,ナイト,6000.0,通常,4.583333333333333,4.5,6.0,3.0,1.0,2019-04-30,34.0,,30,2018-12-01
201810,OA281070,3,2.0,XXXXX,C03,M,2016-08-01,,CA1,0.0,ナイト,6000.0,通常,4.416666666666667,5.0,7.0,2.0,1.0,2019-04-30,32.0,,26,2018-10-01
201808,PL077120,7,6.0,XX,C02,F,2018-02-01,,CA1,0.0,デイタイム,7500.0,通常,7.916666666666667,8.0,11.0,6.0,1.0,2019-04-30,14.0,,6,2018-08-01
201807,HD734129,10,6.0,XXXX,C01,M,2017-07-01,,CA2,0.0,オールタイム,10500.0,入会費半額,6.25,6.0,10.0,3.0,1.0,2019-04-30,21.0,,12,2018-07-01
201812,IK351092,4,9.0,XX,C01,M,2018-03-01,,CA1,0.0,オールタイム,10500.0,通常,7.333333333333333,7.5,10.0,4.0,1.0,2019-04-30,13.0,,9,2018-12-01
201901,AS212221,2,7.0,XX,C03,M,2017-07-01,,CA2,0.0,ナイト,6000.0,入会費半額,5.833333333333333,6.0,9.0,2.0,1.0,2019-04-30,21.0,,18,2019-01-01
201806,HD759692,8,8.0,XXXXX,C03,F,2017-10-01,,CA1,0.0,ナイト,6000.0,通常,7.0,7.5,8.0,5.0,1.0,2019-04-30,18.0,,8,2018-06-01
201903,HI599354,5,9.0,XXXX,C02,M,2018-12-13,,CA3,0.0,デイタイム,7500.0,入会費無料,7.5,7.5,10.0,5.0,1.0,2019-04-30,4.0,,2,2019-03-01
201810,OA072075,5,6.0,XX,C03,F,2017-01-01,,CA1,0.0,ナイト,6000.0,通常,5.25,5.0,8.0,3.0,1.0,2019-04-30,27.0,,21,2018-10-01
201810,OA768446,6,5.0,XXXXXX,C02,F,2015-10-01,,CA1,0.0,デイタイム,7500.0,通常,4.0,4.0,6.0,1.0,1.0,2019-04-30,42.0,,36,2018-10-01
201811,GD010455,7,6.0,XXXX,C03,F,2015-11-01,,CA1,0.0,ナイト,6000.0,通常,4.833333333333333,5.5,7.0,2.0,1.0,2019-04-30,41.0,,36,2018-11-01
201902,PL043724,10,12.0,XXX,C03,F,2019-01-08,,CA1,0.0,ナイト,6000.0,通常,10.666666666666666,10.0,12.0,10.0,1.0,2019-04-30,3.0,,0,2019-02-01
201902,IK537890,6,6.0,XXX,C03,M,2018-07-06,,CA1,0.0,ナイト,6000.0,通常,8.333333333333334,9.0,10.0,6.0,1.0,2019-04-30,9.0,,6,2019-02-01
201805,IK398825,9,11.0,XXX,C03,M,2017-09-01,,CA1,0.0,ナイト,6000.0,通常,7.833333333333333,8.0,11.0,5.0,1.0,2019-04-30,19.0,,8,2018-05-01
201902,IK980980,5,4.0,XXXXX,C03,M,2016-11-01,,CA1,0.0,ナイト,6000.0,通常,4.833333333333333,4.5,8.0,1.0,1.0,2019-04-30,29.0,,27,2019-02-01
201809,PL181118,6,4.0,XXXX,C01,F,2016-05-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,4.5,7.0,2.0,1.0,2019-04-30,35.0,,28,2018-09-01
201805,GD728611,3,5.0,XXXXX,C02,F,2015-06-01,,CA1,0.0,デイタイム,7500.0,通常,3.8333333333333335,3.5,6.0,1.0,1.0,2019-04-30,46.0,,35,2018-05-01
201807,AS859775,7,10.0,XXX,C01,M,2018-06-10,,CA2,0.0,オールタイム,10500.0,入会費半額,8.1,7.5,12.0,6.0,1.0,2019-04-30,10.0,,0,2018-07-01
201901,TS935837,9,6.0,XXX,C01,M,2016-11-01,,CA1,0.0,オールタイム,10500.0,通常,5.833333333333333,6.0,9.0,2.0,1.0,2019-04-30,29.0,,26,2019-01-01
201807,OA032400,8,6.0,XX,C03,M,2016-11-01,,CA1,0.0,ナイト,6000.0,通常,5.25,5.0,8.0,3.0,1.0,2019-04-30,29.0,,20,2018-07-01
201902,IK417386,3,4.0,XXXXX,C01,M,2015-11-01,,CA1,0.0,オールタイム,10500.0,通常,4.5,4.5,7.0,2.0,1.0,2019-04-30,41.0,,39,2019-02-01
201812,HI574446,4,5.0,XXXXX,C02,F,2017-04-01,,CA1,0.0,デイタイム,7500.0,通常,5.666666666666667,6.0,8.0,3.0,1.0,2019-04-30,24.0,,20,2018-12-01
201901,HI368031,7,8.0,XXXX,C03,M,2018-04-03,,CA3,0.0,ナイト,6000.0,入会費無料,7.416666666666667,8.0,10.0,3.0,1.0,2019-04-30,12.0,,8,2019-01-01
201812,PL844948,5,5.0,XX,C01,M,2016-09-01,,CA1,0.0,オールタイム,10500.0,通常,5.166666666666667,5.0,8.0,3.0,1.0,2019-04-30,31.0,,27,2018-12-01
201806,HD402002,9,6.0,XXXX,C01,F,2018-04-13,,CA3,0.0,オールタイム,10500.0,入会費無料,8.166666666666666,7.5,12.0,6.0,1.0,2019-04-30,12.0,,1,2018-06-01
201903,AS696210,9,5.0,XXXXX,C03,F,2019-02-10,,CA1,0.0,ナイト,6000.0,通常,7.0,7.0,9.0,5.0,1.0,2019-04-30,2.0,,0,2019-03-01
201902,PL504040,6,5.0,XXXXX,C02,F,2015-11-01,,CA1,0.0,デイタイム,7500.0,通常,4.583333333333333,5.0,7.0,3.0,1.0,2019-04-30,41.0,,39,2019-02-01
201805,GD639016,6,3.0,XXXX,C01,M,2016-05-01,,CA1,0.0,オールタイム,10500.0,通常,4.666666666666667,5.0,6.0,3.0,1.0,2019-04-30,35.0,,24,2018-05-01
201811,IK027801,7,5.0,XXXXX,C03,F,2016-12-01,,CA1,0.0,ナイト,6000.0,通常,5.416666666666667,5.0,8.0,3.0,1.0,2019-04-30,28.0,,23,2018-11-01
201810,HD188491,4,6.0,XXXX,C03,M,2017-01-01,,CA1,0.0,ナイト,6000.0,通常,5.333333333333333,5.0,7.0,3.0,1.0,2019-04-30,27.0,,21,2018-10-01
201809,PL944386,6,6.0,XXXXXX,C02,F,2017-06-01,,CA1,0.0,デイタイム,7500.0,通常,6.166666666666667,6.0,9.0,3.0,1.0,2019-04-30,22.0,,15,2018-09-01
201805,AS073285,4,7.0,XXXX,C01,M,2016-09-01,,CA1,0.0,オールタイム,10500.0,通常,4.916666666666667,4.5,8.0,2.0,1.0,2019-04-30,31.0,,20,2018-05-01
201811,PL152568,8,2.0,XXXXX,C03,F,2015-05-01,,CA1,0.0,ナイト,6000.0,通常,4.666666666666667,5.0,8.0,2.0,1.0,2019-04-30,47.0,,42,2018-11-01
201901,HD219882,6,7.0,XXXXX,C01,M,2018-07-08,,CA1,0.0,オールタイム,10500.0,通常,7.111111111111111,7.0,9.0,5.0,1.0,2019-04-30,9.0,,5,2019-01-01
201810,IK407338,6,1.0,XX,C03,F,2017-08-01,,CA2,0.0,ナイト,6000.0,入会費半額,5.666666666666667,6.0,7.0,1.0,1.0,2019-04-30,20.0,,14,2018-10-01
201805,TS941110,10,6.0,XX,C01,M,2018-02-01,,CA1,0.0,オールタイム,10500.0,通常,6.666666666666667,7.0,10.0,4.0,1.0,2019-04-30,14.0,,3,2018-05-01
201903,OA380969,4,5.0,XXXXXX,C03,M,2017-09-01,,CA1,0.0,ナイト,6000.0,通常,5.833333333333333,5.5,9.0,3.0,1.0,2019-04-30,19.0,,18,2019-03-01
201812,OA719899,4,4.0,XX,C02,F,2015-12-01,,CA1,0.0,デイタイム,7500.0,通常,4.333333333333333,4.0,7.0,3.0,1.0,2019-04-30,40.0,,36,2018-12-01
201812,HD765436,6,5.0,XXX,C02,F,2017-11-01,,CA1,0.0,デイタイム,7500.0,通常,7.083333333333333,7.0,9.0,5.0,1.0,2019-04-30,17.0,,13,2018-12-01
201901,AS998566,6,4.0,XXXX,C02,F,2016-07-01,,CA2,0.0,デイタイム,7500.0,入会費半額,5.833333333333333,6.0,8.0,4.0,1.0,2019-04-30,33.0,,30,2019-01-01
201807,HI205526,7,10.0,XX,C01,M,2018-06-12,,CA2,0.0,オールタイム,10500.0,入会費半額,7.1,7.0,10.0,4.0,1.0,2019-04-30,10.0,,0,2018-07-01
201903,GD624539,9,6.0,XXXXXX,C03,M,2019-01-07,,CA1,0.0,ナイト,6000.0,通常,8.666666666666666,9.0,11.0,6.0,1.0,2019-04-30,3.0,,1,2019-03-01
201811,PL011886,2,4.0,XXXX,C03,M,2016-01-01,,CA1,0.0,ナイト,6000.0,通常,4.083333333333333,4.0,8.0,2.0,1.0,2019-04-30,39.0,,34,2018-11-01
201807,AS297966,8,5.0,XXXX,C02,F,2015-11-01,,CA1,0.0,デイタイム,7500.0,通常,5.25,5.0,8.0,2.0,1.0,2019-04-30,41.0,,32,2018-07-01
201812,HD263348,5,5.0,XXXXX,C03,F,2017-01-01,,CA1,0.0,ナイト,6000.0,通常,5.166666666666667,5.0,8.0,3.0,1.0,2019-04-30,27.0,,23,2018-12-01
201812,HD298120,7,6.0,XXXXX,C02,F,2017-07-01,,CA2,0.0,デイタイム,7500.0,入会費半額,5.916666666666667,6.0,8.0,4.0,1.0,2019-04-30,21.0,,17,2018-12-01
201809,TS349914,1,2.0,XXXXX,C03,F,2016-02-01,,CA1,0.0,ナイト,6000.0,通常,4.25,4.5,6.0,1.0,1.0,2019-04-30,38.0,,31,2018-09-01
201805,IK352765,9,9.0,XXXX,C02,F,2018-03-01,,CA1,0.0,デイタイム,7500.0,通常,7.333333333333333,7.0,9.0,6.0,1.0,2019-04-30,13.0,,2,2018-05-01
201809,AS132988,6,7.0,XXXX,C01,M,2015-08-01,,CA1,0.0,オールタイム,10500.0,通常,5.333333333333333,5.5,7.0,2.0,1.0,2019-04-30,44.0,,37,2018-09-01
201903,OA886918,5,8.0,XXXXX,C03,M,2018-01-01,,CA1,0.0,ナイト,6000.0,通常,6.75,6.5,10.0,4.0,1.0,2019-04-30,15.0,,14,2019-03-01
201811,IK102369,5,3.0,XXXX,C01,M,2015-05-01,,CA1,0.0,オールタイム,10500.0,通常,4.75,5.0,6.0,3.0,1.0,2019-04-30,47.0,,42,2018-11-01
201807,HD333051,8,8.0,XXXX,C01,M,2017-10-01,,CA1,0.0,オールタイム,10500.0,通常,6.083333333333333,6.0,9.0,3.0,1.0,2019-04-30,18.0,,9,2018-07-01
